;;;;;;;;
Southwest Airlines Co.;акции;LUV_SPB;0.45;;нет;нет;нет;да
LyondellBasell Industries N.V.;акции;LYB_SPB;0.5;;нет;нет;нет;да
Macy's, Inc.;акции;M_SPB;0.5;;нет;нет;нет;да
Masco Corporation;акции;MAS_SPB;0.35;;нет;нет;нет;да
Microchip Technology Incorporated;акции;MCHP_SPB;0.4;;нет;нет;нет;да
MetLife, Inc.;акции;MET_SPB;0.5;;нет;нет;нет;да
Mohawk Industries, Inc.;акции;MHK_SPB;0.4;;нет;нет;нет;да
McCormick & Company, Incorporated;акции;MKC_SPB;0.4;;нет;нет;нет;да
Martin Marietta Materials, Inc.;акции;MLM_SPB;0.4;;нет;нет;нет;да
Monster Beverage Corporation;акции;MNST_SPB;0.35;;нет;нет;нет;да
The Mosaic Company;акции;MOS_SPB;0.5;;нет;нет;нет;да
Marathon Petroleum Corporation;акции;MPC_SPB;0.5;;нет;нет;нет;да
Marathon Oil Corporation;акции;MRO_SPB;0.5;;нет;нет;нет;да
Motorola Solutions, Inc.;акции;MSI_SPB;0.35;;нет;нет;нет;да
M&T Bank Corporation;акции;MTB_SPB;0.4;;нет;нет;нет;да
Mettler-Toledo International Inc.;акции;MTD_SPB;0.4;;нет;нет;нет;да
Nielsen Holdings plc;акции;NLSN_SPB;0.4;;нет;нет;нет;да
NRG Energy, Inc.;акции;NRG_SPB;0.4;;нет;нет;нет;да
NetApp, Inc.;акции;NTAP_SPB;0.35;;нет;нет;нет;да
Northern Trust Corporation;акции;NTRS_SPB;0.4;;нет;нет;нет;да
Nucor Corporation;акции;NUE_SPB;0.4;;нет;нет;нет;да
Newell Brands Inc.;акции;NWL_SPB;0.4;;нет;нет;нет;да
Realty Income Corporation;акции;O_SPB;0.4;;нет;нет;нет;да
ONEOK, Inc.;акции;OKE_SPB;0.5;;нет;нет;нет;да
Omnicom Group Inc.;акции;OMC_SPB;0.4;;нет;нет;нет;да
O'Reilly Automotive, Inc.;акции;ORLY_SPB;0.35;;нет;нет;нет;да
PACCAR Inc;акции;PCAR_SPB;0.35;;нет;нет;нет;да
PG&E Corporation;акции;PCG_SPB;0.5;;нет;нет;нет;да
Public Service Enterprise Group Incorporated;акции;PEG_SPB;0.35;;нет;нет;нет;да
Principal Financial Group, Inc.;акции;PFG_SPB;0.5;;нет;нет;нет;да
Parker-Hannifin Corporation;акции;PH_SPB;0.4;;нет;нет;нет;да
PulteGroup, Inc.;акции;PHM_SPB;0.5;;нет;нет;нет;да
PPG Industries, Inc.;акции;PPG_SPB;0.35;;нет;нет;нет;да
PPL Corporation;акции;PPL_SPB;0.4;;нет;нет;нет;да
Prudential Financial, Inc.;акции;PRU_SPB;0.5;;нет;нет;нет;да
Public Storage;акции;PSA_SPB;0.35;;нет;нет;нет;да
ВТБ Б1-32;облигация;RU000A102LV3;0.4;;да;нет;да;нет
Phillips 66;акции;PSX_SPB;0.4;;нет;нет;нет;да
PVH Corp.;акции;PVH_SPB;0.5;;нет;нет;нет;да
Pioneer Natural Resources Company;акции;PXD_SPB;0.5;;нет;нет;нет;да
Qorvo, Inc.;акции;QRVO_SPB;0.4;;нет;нет;нет;да
Regions Financial Corporation;акции;RF_SPB;0.5;;нет;нет;нет;да
Rockwell Automation, Inc.;акции;ROK_SPB;0.4;;нет;нет;нет;да
Roper Technologies, Inc.;акции;ROP_SPB;0.3;;нет;нет;нет;да
Ross Stores, Inc.;акции;ROST_SPB;0.4;;нет;нет;нет;да
Range Resources Corporation;акции;RRC_SPB;0.5;;нет;нет;нет;да
Sealed Air Corporation;акции;SEE_SPB;0.35;;нет;нет;нет;да
The J.M. Smucker Company;акции;SJM_SPB;0.35;;нет;нет;нет;да
Snap-on Incorporated;акции;SNA_SPB;0.35;;нет;нет;нет;да
Simon Property Group, Inc.;акции;SPG_SPB;0.5;;нет;нет;нет;да
Splunk Inc.;акции;SPLK_SPB;0.45;;нет;нет;нет;да
Sempra Energy;акции;SRE_SPB;0.4;;нет;нет;нет;да
State Street Corporation;акции;STT_SPB;0.4;;нет;нет;нет;да
Seagate Technology Public Limited Company;акции;STX_SPB;0.4;;нет;нет;нет;да
Constellation Brands, Inc.;акции;STZ_SPB;0.4;;нет;нет;нет;да
Stanley Black & Decker, Inc.;акции;SWK_SPB;0.45;;нет;нет;нет;да
Skyworks Solutions, Inc.;акции;SWKS_SPB;0.4;;нет;нет;нет;да
Synchrony Financial;акции;SYF_SPB;0.45;;нет;нет;нет;да
Sysco Corporation;акции;SYY_SPB;0.5;;нет;нет;нет;да
Molson Coors Brewing Company;акции;TAP_SPB;0.35;;нет;нет;нет;да
TransDigm Group Incorporated;акции;TDG_SPB;0.45;;нет;нет;нет;да
TE Connectivity Ltd.;акции;TEL_SPB;0.4;;нет;нет;нет;да
Total SE;акции;TOT_SPB;0.45;;нет;нет;нет;да
Tapestry, Inc.;акции;TPR_SPB;0.45;;нет;нет;нет;да
TripAdvisor, Inc.;акции;TRIP_SPB;0.5;;нет;нет;нет;да
T. Rowe Price Group, Inc.;акции;TROW_SPB;0.4;;нет;нет;нет;да
The Travelers Companies, Inc.;акции;TRV_SPB;0.4;;нет;нет;нет;да
Tractor Supply Company;акции;TSCO_SPB;0.4;;нет;нет;нет;да
Universal Health Services, Inc.;акции;UHS_SPB;0.4;;нет;нет;нет;да
Ulta Beauty, Inc.;акции;ULTA_SPB;0.5;;нет;нет;нет;да
United Rentals, Inc.;акции;URI_SPB;0.5;;нет;нет;нет;да
Varian Medical Systems, Inc.;акции;VAR_SPB;0.4;;нет;нет;нет;да
V.F. Corporation;акции;VFC_SPB;0.4;;нет;нет;нет;да
Valero Energy Corporation;акции;VLO_SPB;0.5;;нет;нет;нет;да
Vornado Realty Trust;акции;VNO_SPB;0.4;;нет;нет;нет;да
VeriSign, Inc.;акции;VRSN_SPB;0.4;;нет;нет;нет;да
Waters Corporation;акции;WAT_SPB;0.4;;нет;нет;нет;да
Walgreens Boots Alliance, Inc.;акции;WBA_SPB;0.4;;нет;нет;нет;да
WEC Energy Group, Inc.;акции;WEC_SPB;0.4;;нет;нет;нет;да
Welltower Inc.;акции;WELL_SPB;0.5;;нет;нет;нет;да
Whirlpool Corporation;акции;WHR_SPB;0.4;;нет;нет;нет;да
Willis Towers Watson Public Limited Company;акции;WLTW_SPB;0.4;;нет;нет;нет;да
Waste Management, Inc.;акции;WM_SPB;0.4;;нет;нет;нет;да
The Williams Companies, Inc.;акции;WMB_SPB;0.5;;нет;нет;нет;да
WestRock Company;акции;WRK_SPB;0.45;;нет;нет;нет;да
The Western Union Company;акции;WU_SPB;0.4;;нет;нет;нет;да
Wynn Resorts, Limited;акции;WYNN_SPB;0.5;;нет;нет;нет;да
Cimarex Energy Co.;акции;XEC_SPB;0.5;;нет;нет;нет;да
Xcel Energy Inc.;акции;XEL_SPB;0.4;;нет;нет;нет;да
Xilinx, Inc.;акции;XLNX_SPB;0.4;;нет;нет;нет;да
Yum! Brands, Inc.;акции;YUM_SPB;0.4;;нет;нет;нет;да
Zimmer Biomet Holdings, Inc.;акции;ZBH_SPB;0.4;;нет;нет;нет;да
Zions Bancorporation;акции;ZION_SPB;0.4;;нет;нет;нет;да
Entergy Corporation;акции;ETR_SPB;0.4;;нет;нет;нет;да
McKesson Corporation;акции;MCK_SPB;0.4;;нет;нет;нет;да
Hanesbrands Inc.;акции;HBI_SPB;0.4;;нет;нет;нет;да
Expeditors International of Washington, Inc.;акции;EXPD_SPB;0.35;;нет;нет;нет;да
Campbell Soup Company;акции;CPB_SPB;0.35;;нет;нет;нет;да
The Interpublic Group of Companies, Inc.;акции;IPG_SPB;0.4;;нет;нет;нет;да
Deutsche Bank Trust Company Americas;акции;IBN_SPB;0.4;;нет;нет;нет;да
Mid-America Apartment Communities, Inc.;акции;MAA_SPB;0.4;;нет;нет;нет;да
Cintas Corporation;акции;CTAS_SPB;0.4;;нет;нет;нет;да
Verisk Analytics, Inc.;акции;VRSK_SPB;0.4;;нет;нет;нет;да
Republic Services, Inc.;акции;RSG_SPB;0.4;;нет;нет;нет;да
Gartner, Inc.;акции;IT_SPB;0.4;;нет;нет;нет;да
Deutsche Bank Trust Company Americas;акции;MLCO_SPB;0.4;;нет;нет;нет;да
The Macerich Company;акции;MAC_SPB;0.5;;нет;нет;нет;да
Regency Centers Corporation;акции;REG_SPB;0.4;;нет;нет;нет;да
Henry Schein, Inc.;акции;HSIC_SPB;0.4;;нет;нет;нет;да
Albemarle Corporation;акции;ALB_SPB;0.4;;нет;нет;нет;да
Xylem Inc.;акции;XYL_SPB;0.4;;нет;нет;нет;да
Urban Outfitters, Inc.;акции;URBN_SPB;0.4;;нет;нет;нет;да
Under Armour, Inc.;акции;UAA_SPB;0.4;;нет;нет;нет;да
Affiliated Managers Group, Inc.;акции;AMG_SPB;0.45;;нет;нет;нет;да
Murphy Oil Corporation;акции;MUR_SPB;0.5;;нет;нет;нет;да
Avery Dennison Corporation;акции;AVY_SPB;0.4;;нет;нет;нет;да
Synopsys, Inc.;акции;SNPS_SPB;0.4;;нет;нет;нет;да
The Cooper Companies, Inc.;акции;COO_SPB;0.4;;нет;нет;нет;да
DENTSPLY SIRONA Inc.;акции;XRAY_SPB;0.4;;нет;нет;нет;да
Garmin Ltd.;акции;GRMN_SPB;0.4;;нет;нет;нет;да
ВТБ Б1-34;облигации;RU000A102PB6;0.4;;да;нет;да;нет
Allogene Therapeutics, Inc.;акции;ALLO_SPB;0.5;;нет;нет;нет;да
ВТБСУБТ1-1;облигации;RU000A102QJ7;0.3;;нет;нет;да;нет
ВТБСУБТ1-2;облигации;RU000A102QL3;0.3;;нет;нет;да;нет
ОФЗ 26234;облигации;RU000A101QE0;0.12;;да;нет;да;нет
ОФЗ 26235;облигации;RU000A1028E3;0.2;;да;нет;да;нет
ОФЗ 26236;облигации;RU000A102BT8;0.2;;да;нет;да;нет
ОФЗ 26233;облигации;RU000A101F94;0.2;;да;нет;да;нет
Virgin Galactic Holdings;акции;SPCE_SPB;0.5;;нет;нет;нет;да
ВТБ Б-1-95;Облигации;RU000A101VE0;0,4;;да;нет;да;нет
ВТБ Б1-102;Облигации;RU000A101XY4;0,4;;да;нет;да;нет
ВТБ Б1-109;Облигации;RU000A101Y67;0,4;;да;нет;да;нет
ВТБ Б1-113;Облигации;RU000A0NH1Z0;0,4;;да;нет;да;нет
ВТБ Б1-123;Облигации;RU000A0NH293;0,4;;да;нет;да;нет
ВТБ Б1-129;Облигации;RU000A0NH2F0;0,4;;да;нет;да;нет
ВТБ Б1-136;Облигации;RU000A102762;0,4;;да;нет;да;нет
ВТБ Б1-137;Облигации;RU000A1027F2;0,4;;да;нет;да;нет
ВТБ Б1-138;Облигации;RU000A1027G0;0,4;;да;нет;да;нет
ВТБ Б1-141;Облигации;RU000A1027K2;0,4;;да;нет;да;нет
ВТБ Б1-142;Облигации;RU000A1027L0;0,4;;да;нет;да;нет
ВТБ Б1-148;Облигации;RU000A1027T3;0,4;;да;нет;да;нет
ВТБ Б1-149;Облигации;RU000A1027U1;0,4;;да;нет;да;нет
ВТБ Б1-152;Облигации;RU000A1027X5;0,4;;да;нет;да;нет
ВТБ Б1-153;Облигации;RU000A102EH7;0,4;;да;нет;да;нет
ВТБ Б1-154;Облигации;RU000A102EJ3;0,4;;да;нет;да;нет
ВТБ Б1-157;Облигации;RU000A102EP0;0,4;;да;нет;да;нет
ВТБ Б1-158;Облигации;RU000A102FA9;0,4;;да;нет;да;нет
ВТБ Б1-159;Облигации;RU000A102ER6;0,4;;да;нет;да;нет
ВТБ Б1-162;Облигации;RU000A102EV8;0,4;;да;нет;да;нет
ВТБ Б1-165;Облигации;RU000A102EC8;0,4;;да;нет;да;нет
ВТБ Б1-166;Облигации;RU000A102ED6;0,4;;да;нет;да;нет
ВТБ Б1-167;Облигации;RU000A102EW6;0,4;;да;нет;да;нет
ВТБ Б1-168;Облигации;RU000A102EX4;0,4;;да;нет;да;нет
ВТБ Б1-173;Облигации;RU000A102HJ6;0,4;;да;нет;да;нет
ВТБ Б1-174;Облигации;RU000A102HL2;0,4;;да;нет;да;нет
ВТБ Б1-175;Облигации;RU000A102HM0;0,4;;да;нет;да;нет
ВТБ Б1-177;Облигации;RU000A102HQ1;0,4;;да;нет;да;нет
ВТБ Б1-178;Облигации;RU000A0NNE02;0,4;;да;нет;да;нет
Allianz SE;акции;ALV@DE_SPB;0.35;;нет;нет;нет;да
BASF SE;акции;BAS@DE_SPB;0.35;;нет;нет;нет;да
Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien;акции;BVB@DE_SPB;0.4;;нет;нет;нет;да
Continental Aktiengesellschaft;акции;CON@DE_SPB;0.35;;нет;нет;нет;да
Covestro AG;акции;1COV@DE_SPB;0.35;;нет;нет;нет;да
Delivery Hero SE;акции;DHER@DE_SPB;0.35;;нет;нет;нет;да
Deutsche Bank Aktiengesellschaft;акции;DBK@DE_SPB;0.35;;нет;нет;нет;да
Deutsche Lufthansa Aktiengesellschaft;акции;LHA@DE_SPB;0.35;;нет;нет;нет;да
Deutsche Post AG;акции;DPW@DE_SPB;0.35;;нет;нет;нет;да
Deutsche Wohnen SE;акции;DWNI@DE_SPB;0.35;;нет;нет;нет;да
E.ON SE;акции;EOAN@DE_SPB;0.35;;нет;нет;нет;да
Evonik Industries AG;акции;EVK@DE_SPB;0.35;;нет;нет;нет;да
Evotec SE;акции;EVT@DE_SPB;0.35;;нет;нет;нет;да
Fresenius Medical Care AG & Co. KGaA;акции;FME@DE_SPB;0.35;;нет;нет;нет;да
Fresenius SE & Co. KGaA;акции;FRE@DE_SPB;0.35;;нет;нет;нет;да
HeidelbergCement AG;акции;HEI@DE_SPB;0.35;;нет;нет;нет;да
HOCHTIEF Aktiengesellschaft;акции;HOT@DE_SPB;0.35;;нет;нет;нет;да
HUGO BOSS AG;акции;BOSS@DE_SPB;0.35;;нет;нет;нет;да
MTU Aero Engines AG;акции;MTX@DE_SPB;0.35;;нет;нет;нет;да
Puma SE;акции;PUM@DE_SPB;0.35;;нет;нет;нет;да
Rheinmetall Aktiengesellschaft;акции;RHM@DE_SPB;0.35;;нет;нет;нет;да
RWE Aktiengesellschaft;акции;RWE@DE_SPB;0.35;;нет;нет;нет;да
Siemens Aktiengesellschaft;акции;SIE@DE_SPB;0.35;;нет;нет;нет;да
Siemens Healthineers AG;акции;SHL@DE_SPB;0.35;;нет;нет;нет;да
VOLKSWAGEN AKTIENGESELLSCHAFT;акции;VOW3@DE_SPB;0.35;;нет;нет;нет;да
Vonovia SE;акции;VNA@DE_SPB;0.35;;нет;нет;нет;да
Toyota Motor Corporation;акции;TM_SPB;0.35;;нет;нет;нет;да
Sony Corporation;акции;SNE_SPB;0.35;;нет;нет;нет;да
Novartis AG;акции;NVS_SPB;0.35;;нет;нет;нет;да
Palantir Technologies Inc. Class A;акции;PLTR_SPB;0.5;;нет;нет;нет;да
Alteryx, Inc.;акции;AYX_SPB;0.5;;нет;нет;нет;да
GAZ-22;облигации;XS0290580595;0.24;;нет;нет;да;нет
GMKN-25;облигации;XS2134628069;0.26;;нет;нет;да;нет
LUK-26;облигации;XS1514045886;0.28;;нет;нет;да;нет
NLMK-26;облигации;XS1843435337;0.28;;нет;нет;да;нет
RZD-23 EUR;облигации;XS1041815116;0.26;;нет;нет;да;нет
The Sherwin-Williams Company;акции;SHW_SPB;0.35;;нет;нет;нет;да
Chubb Limited;акции;CB_SPB;0.35;;нет;нет;нет;да
Intercontinental Exchange, Inc.;акции;ICE_SPB;0.35;;нет;нет;нет;да
The Southern Company;акции;SO_SPB;0.35;;нет;нет;нет;да
Zoetis Inc.;акции;ZTS_SPB;0.35;;нет;нет;нет;да
Norfolk Southern Corporation;акции;NSC_SPB;0.4;;нет;нет;нет;да
Edwards Lifesciences Corporation;акции;EW_SPB;0.4;;нет;нет;нет;да
Analog Devices, Inc.;акции;ADI_SPB;0.4;;нет;нет;нет;да
General Dynamics Corporation;акции;GD_SPB;0.4;;нет;нет;нет;да
Citibank, N.A.;акции;VALE_SPB;0.4;;нет;нет;нет;да
Deere & Company;акции;DE_SPB;0.4;;нет;нет;нет;да
Air Products & Chemicals, Inc.;акции;APD_SPB;0.4;;нет;нет;нет;да
The Progressive Corporation;акции;PGR_SPB;0.4;;нет;нет;нет;да
Kimberly-Clark Corporation;акции;KMB_SPB;0.4;;нет;нет;нет;да
Illinois Tool Works Inc.;акции;ITW_SPB;0.4;;нет;нет;нет;да
Marsh & McLennan Companies, Inc.;акции;MMC_SPB;0.4;;нет;нет;нет;да
Moody's Corporation;акции;MCO_SPB;0.4;;нет;нет;нет;да
Fix Price Group Ltd;акции;FIXP;0.5;;нет;нет;нет;нет
Reliance Steel & Aluminum Co;акции;RS_SPB;0.35;;нет;нет;нет;да
ВТБСУБТ1-3;облигации;RU000A102QM1;0.35;;да;нет;да;нет
ВТБ Б1-179;облигации;RU000A0NNE10;0.4;;да;нет;да;нет
ВТБ Б1-180;облигации;RU000A0NNE28;0.4;;да;нет;да;нет
ВТБ Б1-181;облигации;RU000A0NNE36;0.4;;да;нет;да;нет
ВТБ Б1-182;облигации;RU000A0NNE44;0.4;;да;нет;да;нет
ВТБ Б1-203;облигации;RU000A102SZ9;0.26;;да;нет;да;нет
ALRS-27;облигации;XS2010030919;0.28;;нет;нет;да;нет
GAZ-26;облигации;XS1951084471;0.26;;нет;нет;да;нет
STL-24;облигации;XS2046736919;0.24;;нет;нет;да;нет
ЕАБР 1P-07;облигации;RU000A101PK9;0.4;;да;нет;да;нет
ЕАБР 1Р-04;облигации;RU000A100JC1;0.35;;да;нет;да;нет
ЕАБР 1Р-05;облигации;RU000A101574;0.35;;да;нет;да;нет
ЕАБР11;облигации;RU000A0JS934;0.35;;да;нет;да;нет
РСХБ Б03RP;облигации;RU000A101WQ2;0.26;;да;нет;да;нет
ВТБ Б1-169;облигации;RU000A102EY2;0.4;;да;нет;да;нет
ВТБ Б1-183;облигации;RU000A0NNE51;0.4;;да;нет;да;нет
ВТБ Б1-184;облигации;RU000A0NNE69;0.4;;да;нет;да;нет
ВТБ Б1-185;облигации;RU000A0NNE77;0.4;;да;нет;да;нет
ВТБ Б1-204;облигации;RU000A102XD6;0.26;;да;нет;да;нет
ETLN-гдр;акции;ETLN;0.6;1;нет;да;нет;нет
Совкомфлот;акции;FLOT;0.6;0.6;да;да;нет;нет
Boston Scientific Corporation;акции;BSX_SPB;0.35;;нет;нет;нет;да
ВТБ Б1-188;облигации;RU000A0NNEA2;0.4;;да;нет;да;нет
ВТБ Б1-189;облигации;RU000A0NNEB0;0.4;;да;нет;да;нет
ВТБ Б1-205;облигации;RU000A1032H8;0.26;;да;нет;да;нет
ВТБ Б1-170;облигации;RU000A102EZ9;0.4;;да;нет;да;нет
ВТБ Б1-171;облигации;RU000A102F02;0.4;;да;нет;да;нет